	title	ref	typeBien	ville	price	surface	pieces	chambres	cuisine	garage	surface_terrain	nbSalleBain	balcon	terrace	jardin	classEnergy	gazEmission
2230	▷ Maison en vente • Basse-Ham • 150 m² • 380 000 €	7860024	Maison	Basse-Ham	380000.0	150.0	5.0	3.0	Oui	Oui	150	2	Non	Non	Non	ND	C
2231	▷ Maison en vente • Orny • 150 m² • 450 000 €	7860011	Maison	Orny	450000.0	150.0	4.0	4.0	Oui	Oui	150	2	Non	Non	Non	ND	ND
2232	▷ Terrain constructible en vente • Xonrupt-Longemer • 0 are • 269 000 €	7859846	Terrain	Xonrupt-Longemer	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2233	▷ Maison mitoyenne en vente • Vaudreching • 143 m² • 146 000 €	7859744	Maison	Vaudreching	146000.0	143.0	5.0	1.0	Oui	Non	143	0	Non	Oui	Oui	ND	B
2234	▷ Maison en vente • Cosnes-et-Romain • 415 000 €	7859724	Maison	Cosnes-et-Romain	415000.0	2.0	7.0	4.0	Non	Oui	0	0	Non	Non	Non	ND	ND
2235	▷ Maison en vente • Montigny-sur-Chiers • 135 m² • 398 000 €	7859723	Maison	Montigny-sur-Chiers	398000.0	135.0	5.0	3.0	Oui	Oui	135	2	Non	Non	Non	ND	A
2236	▷ Maison en vente • Chenières • 140 m² • 372 000 €	7859722	Maison	Chenières	372000.0	140.0	6.0	4.0	Non	Non	140	0	Non	Non	Non	G	C
2237	▷ Maison en vente • Viviers-sur-Chiers • 110 m² • 362 000 €	7859721	Maison	Viviers-sur-Chiers	362000.0	110.0	5.0	3.0	Oui	Oui	110	2	Non	Non	Non	ND	B
2238	▷ Maison en vente • Tellancourt • 100 m² • 299 000 €	7859720	Maison	Tellancourt	299000.0	100.0	4.0	2.0	Non	Oui	100	1	Non	Non	Non	ND	ND
2239	▷ Appartement en vente • Longwy • 279 m² • 230 000 €	7859719	Appartement	Longwy	0.0	0.0	0.0	0.0	Non	Non	279	0	Non	Non	Non	ND	B
2240	▷ Appartement en vente • Longwy • 73 m² • 219 000 €	7859718	Appartement	Longwy	219000.0	73.0	3.0	2.0	Oui	Oui	73	1	Non	Non	Non	ND	E
2241	▷ Immeuble de rapport en vente • Longuyon • 250 m² • 212 000 €	7859717	Immeuble	Longuyon	0.0	0.0	0.0	0.0	Non	Non	250	0	Non	Non	Non	ND	ND
2242	▷ Maison en vente • Longwy • 89 m² • 199 000 €	7859716	Maison	Longwy	199000.0	89.0	6.0	3.0	Oui	Non	89	0	Non	Non	Non	ND	E
2243	▷ Appartement en vente • Lexy • 69 m² • 194 000 €	7859715	Appartement	Lexy	194000.0	69.0	3.0	2.0	Oui	Non	69	1	Non	Non	Non	ND	C
2244	▷ Terrain constructible en vente • Cosnes-et-Romain • 7 are • 190 000 €	7859714	Terrain	Cosnes-et-Romain	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2245	▷ Maison en vente • Charency-Vezin • 115 m² • 159 000 €	7859713	Maison	Charency-Vezin	159000.0	115.0	4.0	3.0	Oui	Non	115	1	Non	Non	Non	ND	A
2246	▷ Appartement en vente • Tellancourt • 80 m² • 138 000 €	7859712	Appartement	Tellancourt	138000.0	80.0	3.0	2.0	Oui	Non	80	0	Non	Non	Non	ND	ND
2247	▷ Terrain constructible en vente • Longwy • 11,5 are • 118 000 €	7859711	Terrain	Longwy	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2248	▷ Immeuble de rapport en vente • Damvillers • 150 m² • 99 000 €	7859710	Immeuble	Damvillers	99000.0	150.0	8.0	4.0	Non	Non	150	0	Non	Non	Non	ND	D
2249	▷ Appartement en vente • Longwy • 61 m² • 87 000 €	7859709	Appartement	Longwy	87000.0	61.0	3.0	2.0	Oui	Non	61	1	Non	Non	Non	ND	ND
2250	▷ Maison en vente • Longuyon • 71 m² • 82 000 €	7859708	Maison	Longuyon	82000.0	71.0	3.0	2.0	Non	Non	71	1	Non	Non	Non	ND	ND
2251	▷ Terrain constructible en vente • Saint-Jean-lès-Longuyon • 8,13 are • 45 000 €	7859707	Terrain	Saint-Jean-lès-Longuyon	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2252	▷ Maison en vente • Mancieulles • 120 m² • 380 000 €	7859703	Maison	Mancieulles	380000.0	120.0	6.0	4.0	Non	Oui	120	0	Non	Non	Non	ND	ND
2253	▷ Maison en vente • Mancieulles • 120 m² • 329 999 €	7859702	Maison	Mancieulles	329999.0	120.0	7.0	4.0	Non	Oui	120	0	Non	Non	Non	ND	ND
2254	▷ Maison en vente • Rémilly • 90 m² • 279 000 €	7859700	Maison	Rémilly	279000.0	90.0	4.0	3.0	Non	Oui	90	0	Non	Non	Non	ND	ND
2255	▷ Maison en vente • Rémilly • 90 m² • 269 000 €	7859698	Maison	Rémilly	269000.0	90.0	4.0	3.0	Non	Oui	90	0	Non	Non	Non	ND	ND
2256	▷ Maison en vente • Rémilly • 101 m² • 285 900 €	7859687	Maison	Rémilly	285900.0	101.0	5.0	4.0	Non	Oui	101	0	Non	Non	Non	ND	ND
2257	▷ Maison en vente • Jury • 101 m² • 329 999 €	7859686	Maison	Jury	329999.0	101.0	6.0	4.0	Non	Oui	101	0	Non	Non	Non	ND	ND
2258	▷ Maison en vente • Mancieulles • 100 m² • 299 999 €	7859685	Maison	Mancieulles	299999.0	100.0	6.0	4.0	Non	Oui	100	0	Non	Non	Non	ND	ND
2259	▷ Maison en vente • Rémilly • 101 m² • 289 000 €	7859676	Maison	Rémilly	289000.0	101.0	4.0	3.0	Non	Oui	101	0	Non	Non	Non	ND	ND
2260	▷ Bungalow en vente • Audun-le-Tiche • 110 m² • 415 000 €	7859668	Bungalow	Audun-le-Tiche	415000.0	110.0	6.0	3.0	Oui	Non	110	0	Non	Non	Non	ND	ND
2261	▷ Terrain constructible en vente • Rémilly • 5,1 are • 85 680 €	7859658	Terrain	Rémilly	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2262	▷ Terrain constructible en vente • Rémilly • 4,48 are • 77 850 €	7859657	Terrain	Rémilly	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2263	▷ Terrain constructible en vente • Jury • 4,64 are • 111 360 €	7859655	Terrain	Jury	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2264	▷ Terrain constructible en vente • Mancieulles • 6 are • 102 000 €	7859654	Terrain	Mancieulles	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2265	▷ Appartement en vente • Thil • 65 m² • 165 000 €	7859606	Appartement	Thil	165000.0	65.0	4.0	2.0	Non	Non	65	0	Non	Non	Non	ND	E
2266	▷ Maison en vente • Moyeuvre-Grande • 65 m² • 165 000 €	7859582	Maison	Moyeuvre-Grande	165000.0	65.0	4.0	3.0	Oui	Oui	65	1	Non	Non	Non	ND	ND
2267	▷ Maison en vente • Créhange • 91 m² • 289 000 €	7858919	Maison	Créhange	289000.0	91.0	4.0	3.0	Non	Non	91	0	Non	Non	Non	ND	A
2268	▷ Maison en vente • Damblain • 120 m² • 35 000 €	7858918	Maison	Damblain	35000.0	120.0	3.0	2.0	Non	Non	120	0	Non	Non	Non	ND	F
2269	▷ Maison en vente • Plesnois • 180 m² • 379 000 €	7858917	Maison	Plesnois	379000.0	180.0	7.0	4.0	Oui	Oui	180	0	Non	Non	Non	ND	A
2270	▷ Appartement en vente • Forbach • 103 m² • 123 000 €	7858916	Appartement	Forbach	123000.0	103.0	4.0	3.0	Oui	Oui	103	0	Non	Non	Non	ND	B
2271	▷ Maison en vente • Plainfaing • 83 m² • 96 000 €	7858915	Maison	Plainfaing	96000.0	83.0	3.0	2.0	Oui	Oui	83	0	Non	Non	Non	ND	F
2272	▷ Terrain constructible en vente • Chémery-les-Deux • 0 are • 15 000 €	7858914	Terrain	Chémery-les-Deux	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2273	▷ Appartement en vente • Nancy • 61,5 m² • 152 000 €	7858688	Appartement	Nancy	152000.0	62.0	3.0	2.0	Oui	Non	615	0	Non	Non	Non	ND	Vierge
2274	▷ Appartement en vente • Nancy • 35 m² • 103 000 €	7858687	Appartement	Nancy	0.0	0.0	0.0	0.0	Oui	Non	35	0	Non	Non	Non	ND	E
2275	▷ Maison en vente • Ennevelin • 94,38 m² • 372 000 €	7858679	Maison	Ennevelin	372000.0	94.0	5.0	3.0	Non	Oui	9438	1	Non	Non	Non	ND	D
2276	▷ Maison en vente • Metz • 187 m² • 550 000 €	7858636	Maison	Metz	550000.0	187.0	6.0	5.0	Oui	Oui	187	0	Non	Non	Non	ND	C
2277	▷ Appartement en vente • Montigny-lès-Metz • 65 m² • 196 000 €	7858635	Appartement	Montigny-lès-Metz	196000.0	65.0	3.0	2.0	Oui	Oui	65	0	Non	Non	Non	ND	D
2278	▷ Maison en vente • Porcelette • 216 m² • 420 000 €	7858634	Maison	Porcelette	420000.0	216.0	6.0	5.0	Oui	Oui	216	0	Non	Non	Non	ND	E
2279	▷ Maison en vente • Audun-le-Tiche • 103 m² • 312 000 €	7858633	Maison	Audun-le-Tiche	312000.0	103.0	6.0	3.0	Oui	Oui	103	0	Non	Non	Non	ND	C
2280	▷ Maison en vente • Crusnes • 130 m² • 261 000 €	7858632	Maison	Crusnes	261000.0	130.0	7.0	3.0	Oui	Oui	130	0	Non	Non	Non	ND	A
2281	▷ Maison en vente • Trémery • 120 m² • 289 000 €	7858631	Maison	Trémery	289000.0	120.0	4.0	3.0	Oui	Oui	120	0	Non	Non	Non	ND	D
2282	▷ Maison en vente • Saint-Nicolas-de-Port • 111 m² • 179 000 €	7858629	Maison	Saint-Nicolas-de-Port	179000.0	111.0	5.0	4.0	Oui	Oui	111	0	Non	Non	Non	ND	D
2283	▷ Appartement en vente • Remiremont • 40 m² • 88 000 €	7858626	Appartement	Remiremont	0.0	0.0	0.0	0.0	Non	Non	40	0	Non	Non	Non	ND	A
2284	▷ Maison en vente • Le Bouchon-sur-Saulx • 115 m² • 55 000 €	7858584	Maison	Le Bouchon-sur-Saulx	55000.0	115.0	7.0	4.0	Non	Oui	115	1	Non	Non	Non	ND	C
2285	▷ Appartement en vente • Le Tholy • 26 m² • 82 000 €	7858562	Appartement	Le Tholy	82000.0	26.0	2.0	1.0	Oui	Non	26	0	Non	Non	Non	ND	ND
2286	▷ Terrain constructible en vente • Sarreguemines • 65,22 are • 265 500 €	7858554	Terrain	Sarreguemines	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2287	▷ Maison en vente • Villerupt • 85 m² • 172 000 €	7858516	Maison	Villerupt	172000.0	85.0	4.0	3.0	Oui	Non	85	2	Non	Oui	Oui	ND	E
2288	▷ Maison individuelle en vente • Guénange • 105 m² • 339 000 €	7858510	Maison	Guénange	339000.0	105.0	5.0	3.0	Non	Non	105	0	Non	Non	Non	ND	Vierge
2289	▷ Maison individuelle en vente • Florange • 120 m² • 359 000 €	7858495	Maison	Florange	359000.0	120.0	6.0	3.0	Non	Non	120	0	Non	Non	Non	ND	Vierge
2290	▷ Appartement en vente • Nancy • 131 m² • 235 000 €	7858485	Appartement	Nancy	235000.0	131.0	4.0	2.0	Non	Non	131	0	Non	Non	Non	ND	D
2291	▷ Terrain non constructible en vente • Épinal • 600 m² • 45 000 €	7858482	Terrain	Épinal	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2292	▷ Maison en vente • Épinal • 180 m² • 243 000 €	7858481	Maison	Épinal	243000.0	180.0	9.0	6.0	Oui	Oui	180	2	Non	Non	Non	ND	D
2293	▷ Maison en vente • Épinal • 180 m² • 287 000 €	7858480	Maison	Épinal	287000.0	180.0	9.0	6.0	Oui	Oui	180	2	Non	Non	Non	ND	D
2294	▷ Maison en vente • Rombas • 67,1 m² • 239 000 €	7858467	Maison	Rombas	239000.0	67.0	3.0	2.0	Oui	Oui	671	1	Non	Non	Non	ND	E
2295	▷ Appartement en vente • Rosselange • 65,76 m² • 149 000 €	7858465	Appartement	Rosselange	149000.0	66.0	3.0	2.0	Oui	Non	6576	1	Non	Non	Non	ND	C
2296	▷ Appartement en vente • Rombas • 82,2 m² • 99 000 €	7858461	Appartement	Rombas	99000.0	82.0	4.0	3.0	Oui	Non	822	0	Non	Non	Non	ND	C
2297	▷ Appartement en vente • Jarville-la-Malgrange • 43 m² • 125 000 €	7858449	Appartement	Jarville-la-Malgrange	125000.0	43.0	2.0	1.0	Oui	Non	43	1	Non	Non	Non	ND	Vierge
2298	▷ Maison en vente • Bertrambois • 262 m² • 740 000 €	7858430	Maison	Bertrambois	740000.0	262.0	7.0	4.0	Oui	Non	262	0	Non	Non	Non	ND	C
2299	▷ Maison en vente • Hayange • 83,2 m² • 231 600 €	7858428	Maison	Hayange	231600.0	83.0	5.0	3.0	Oui	Oui	832	1	Non	Non	Non	ND	E
2300	▷ Maison en vente • Ennevelin • 150 m² • 362 000 €	7858424	Maison	Ennevelin	362000.0	150.0	6.0	4.0	Oui	Non	150	0	Non	Non	Non	ND	C
2301	▷ Maison en vente • Montigny-lès-Metz • 136 m² • 395 000 €	7858421	Maison	Montigny-lès-Metz	395000.0	136.0	6.0	4.0	Oui	Non	136	0	Non	Non	Non	ND	E
2302	▷ Local commercial en vente • Nancy • 200,43 m² • 199 000 €	7858383	Local	Nancy	0.0	0.0	0.0	0.0	Non	Non	20043	0	Non	Non	Non	ND	D
2303	▷ Appartement en vente • Colomiers • 45 m² • 110 000 €	7858321	Appartement	Colomiers	110000.0	45.0	2.0	1.0	Non	Non	45	0	Non	Non	Non	F	G
2304	▷ Appartement en vente • Vanves • 61 m² • 376 000 €	7858320	Appartement	Vanves	376000.0	61.0	3.0	2.0	Non	Non	61	0	Non	Non	Non	ND	E
2305	▷ Maison en vente • Riols • 87 m² • 162 000 €	7858319	Maison	Riols	162000.0	87.0	3.0	2.0	Non	Non	87	0	Non	Non	Non	ND	A
2306	▷ Maison en vente • Busnes • 160 m² • 116 000 €	7858318	Maison	Busnes	116000.0	160.0	8.0	3.0	Non	Non	160	0	Non	Non	Non	F	F
2307	▷ Maison en vente • Épinal • 74 m² • 109 000 €	7858317	Maison	Épinal	109000.0	74.0	3.0	2.0	Oui	Oui	74	0	Non	Non	Non	ND	G
2308	▷ Maison en vente • Laquenexy • 110 m² • 339 000 €	7858315	Maison	Laquenexy	339000.0	110.0	4.0	3.0	Oui	Oui	110	0	Non	Non	Non	ND	C
2309	▷ Appartement en vente • Nancy • 96 m² • 210 000 €	7858314	Appartement	Nancy	210000.0	96.0	4.0	3.0	Oui	Oui	96	0	Non	Non	Non	ND	D
2310	▷ Local commercial en vente • Villers-la-Montagne • 120 m² • 96 000 €	7858313	Local	Villers-la-Montagne	0.0	0.0	0.0	0.0	Non	Non	120	0	Non	Non	Non	ND	NS
2311	▷ Maison en vente • Jarny • 107 m² • 115 000 €	7858312	Maison	Jarny	115000.0	107.0	4.0	3.0	Oui	Oui	107	0	Non	Non	Non	ND	F
2312	▷ Maison en vente • Maizières-lès-Metz • 234 m² • 555 000 €	7858308	Maison	Maizières-lès-Metz	555000.0	234.0	8.0	6.0	Oui	Oui	234	0	Non	Non	Non	ND	C
2313	▷ Maison en vente • Villers-sous-Pareid • 285 m² • 100 000 €	7858306	Maison	Villers-sous-Pareid	0.0	0.0	0.0	0.0	Non	Non	285	0	Non	Non	Non	ND	NS
2314	▷ Maison en vente • Liverdun • 92 m² • 210 000 €	7858305	Maison	Liverdun	210000.0	92.0	4.0	3.0	Non	Oui	92	0	Non	Non	Non	ND	D
2315	▷ Maison en vente • Creutzwald • 85 m² • 138 000 €	7858299	Maison	Creutzwald	138000.0	85.0	4.0	2.0	Non	Non	85	0	Non	Non	Non	ND	C
2316	▷ Entrepôt en vente • Audun-le-Tiche • 156,88 m² • 323 000 €	7858184	Entrepôt	Audun-le-Tiche	0.0	0.0	0.0	0.0	Non	Non	15688	0	Non	Non	Non	ND	NS
2317	▷ Immeuble de rapport en vente • Audun-le-Tiche • 177,6 m² • 298 000 €	7858183	Immeuble	Audun-le-Tiche	0.0	0.0	0.0	0.0	Non	Non	1776	0	Non	Non	Non	ND	NS
2318	▷ Immeuble de rapport en vente • Thionville • 415 m² • 340 000 €	7858182	Immeuble	Thionville	0.0	0.0	0.0	0.0	Non	Non	415	0	Non	Non	Non	ND	NS
2319	▷ Appartement en vente • Thaon-les-Vosges • 70,22 m² • 206 841 €	7858016	Appartement	Thaon-les-Vosges	206841.0	70.0	3.0	2.0	Non	Non	7022	0	Non	Non	Non	ND	ND
2320	▷ Appartement en vente • Thaon-les-Vosges • 49,72 m² • 146 616 €	7858015	Appartement	Thaon-les-Vosges	146616.0	50.0	2.0	1.0	Non	Non	4972	0	Non	Non	Non	ND	ND
2321	▷ Appartement en vente • Thaon-les-Vosges • 70,22 m² • 210 602 €	7858014	Appartement	Thaon-les-Vosges	210602.0	70.0	3.0	2.0	Non	Non	7022	0	Non	Non	Non	ND	ND
2322	▷ Appartement en vente • Thaon-les-Vosges • 70,05 m² • 224 574 €	7858012	Appartement	Thaon-les-Vosges	224574.0	70.0	3.0	2.0	Non	Non	7005	0	Non	Non	Non	ND	ND
2323	▷ Appartement en vente • Thaon-les-Vosges • 49,44 m² • 153 801 €	7858011	Appartement	Thaon-les-Vosges	153801.0	49.0	2.0	1.0	Non	Non	4944	0	Non	Non	Non	ND	ND
2324	▷ Appartement en vente • Thaon-les-Vosges • 70,05 m² • 225 330 €	7858010	Appartement	Thaon-les-Vosges	225330.0	70.0	3.0	2.0	Non	Non	7005	0	Non	Non	Non	ND	ND
2325	▷ Appartement en vente • Thaon-les-Vosges • 49,39 m² • 161 205 €	7858009	Appartement	Thaon-les-Vosges	161205.0	49.0	2.0	1.0	Non	Non	4939	0	Non	Non	Non	ND	ND
2326	▷ Appartement en vente • Thaon-les-Vosges • 69,99 m² • 224 295 €	7858007	Appartement	Thaon-les-Vosges	224295.0	70.0	3.0	2.0	Non	Non	6999	0	Non	Non	Non	ND	ND
2327	▷ Appartement en vente • Thaon-les-Vosges • 103,35 m² • 449 137 €	7858005	Appartement	Thaon-les-Vosges	449137.0	103.0	4.0	3.0	Non	Non	10335	0	Non	Non	Non	ND	ND
2328	▷ Appartement en vente • Thaon-les-Vosges • 89,77 m² • 399 822 €	7858004	Appartement	Thaon-les-Vosges	399822.0	90.0	4.0	3.0	Non	Non	8977	0	Non	Non	Non	ND	ND
2329	▷ Maison individuelle en vente • Thionville • 103 m² • 346 500 €	7857832	Maison	Thionville	346500.0	103.0	5.0	3.0	Non	Oui	103	1	Non	Non	Non	ND	D
2330	▷ Appartement en vente • Thionville • 90 m² • 252 000 €	7857800	Appartement	Thionville	252000.0	90.0	4.0	3.0	Non	Non	90	1	Non	Non	Non	ND	D
2331	▷ Maison en vente • Joppécourt • 188 m² • 384 000 €	7857798	Maison	Joppécourt	384000.0	188.0	10.0	5.0	Non	Non	188	2	Non	Non	Non	ND	C
2332	▷ Maison en vente • Longwy • 136 m² • 379 000 €	7857797	Maison	Longwy	379000.0	136.0	6.0	3.0	Non	Non	136	0	Non	Non	Non	ND	D
2333	▷ Appartement en vente • Mont-Saint-Martin • 76 m² • 153 000 €	7857795	Appartement	Mont-Saint-Martin	153000.0	76.0	4.0	2.0	Non	Non	76	0	Non	Non	Non	ND	E
2334	▷ Maison en vente • Joeuf • 71 m² • 116 000 €	7857727	Maison	Joeuf	116000.0	71.0	3.0	2.0	Oui	Oui	71	1	Non	Non	Non	ND	D
2335	▷ Maison en vente • Morfontaine • 150 m² • 545 500 €	7857723	Maison	Morfontaine	545500.0	150.0	6.0	3.0	Non	Oui	150	2	Non	Non	Non	ND	Vierge
2336	▷ Maison en vente • Moutiers • 69 m² • 59 000 €	7857717	Maison	Moutiers	0.0	0.0	0.0	0.0	Non	Non	69	0	Non	Non	Non	ND	Vierge
2337	▷ Maison en vente • Jametz • 121 m² • 86 000 €	7857716	Maison	Jametz	86000.0	121.0	5.0	3.0	Non	Oui	121	1	Non	Non	Non	ND	E
2338	▷ Maison en vente • Saulnes • 156 m² • 375 000 €	7857712	Maison	Saulnes	375000.0	156.0	6.0	5.0	Non	Oui	156	1	Non	Non	Non	ND	D
2339	▷ Maison en vente • Cutry • 267 m² • 845 000 €	7857710	Maison	Cutry	845000.0	267.0	6.0	4.0	Non	Oui	267	2	Non	Non	Non	ND	C
2340	▷ Maison en vente • Fillières • 185 m² • 320 000 €	7857707	Maison	Fillières	320000.0	185.0	7.0	4.0	Non	Non	185	0	Non	Non	Non	ND	E
2341	▷ Appartement en vente • Longwy • 88 m² • 204 000 €	7857695	Appartement	Longwy	204000.0	88.0	3.0	2.0	Non	Non	88	0	Non	Non	Non	ND	A
2342	▷ Maison en vente • Doncourt-lès-Conflans • 86 m² • 222 000 €	7857655	Maison	Doncourt-lès-Conflans	222000.0	86.0	5.0	3.0	Oui	Oui	86	1	Non	Non	Non	ND	B
2343	▷ Appartement en vente • Marly • 80 m² • 199 500 €	7857654	Appartement	Marly	199500.0	80.0	4.0	2.0	Oui	Oui	80	1	Non	Non	Non	ND	D
2344	▷ Terrain constructible en vente • Woippy • 3,42 are • 124 000 €	7857636	Terrain	Woippy	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2346	▷ Maison en vente • Mont-Bonvillers • 75 m² • 138 000 €	7857507	Maison	Mont-Bonvillers	138000.0	75.0	3.0	2.0	Non	Non	75	0	Non	Non	Non	ND	B
2347	▷ Maison en vente • Le Ban Saint-Martin • 268,16 m² • 650 000 €	7857267	Maison	Le Ban Saint-Martin	650000.0	268.0	8.0	5.0	Oui	Oui	26816	4	Non	Non	Non	ND	D
2348	▷ Appartement en vente • Longeville-lès-Metz • 51 m² • 120 000 €	7857242	Appartement	Longeville-lès-Metz	120000.0	51.0	3.0	2.0	Oui	Non	51	1	Non	Non	Non	ND	E
2349	▷ Local commercial en vente • Sainte-Marguerite • 242 m² • 97 200 €	7857237	Local	Sainte-Marguerite	0.0	0.0	0.0	0.0	Non	Non	242	0	Non	Non	Non	ND	Vierge
2350	▷ Maison en vente • Velaines • 110 m² • 77 000 €	7857229	Maison	Velaines	77000.0	110.0	3.0	2.0	Oui	Oui	110	1	Non	Non	Non	ND	D
2351	▷ Appartement en vente • Vandoeuvre-lès-Nancy • 50,19 m² • 91 500 €	7857209	Appartement	Vandoeuvre-lès-Nancy	91500.0	50.0	2.0	1.0	Oui	Non	5019	0	Non	Non	Non	ND	C
2352	▷ Appartement en vente • Norroy-le-Veneur • 100 m² • 150 000 €	7857204	Appartement	Norroy-le-Veneur	150000.0	100.0	3.0	2.0	Oui	Non	100	0	Non	Non	Non	F	D
2353	▷ Maison en vente • Fretin • 102 m² • 269 000 €	7857199	Maison	Fretin	269000.0	102.0	6.0	4.0	Oui	Non	102	0	Non	Non	Non	ND	A
2354	▷ Maison en vente • Bousse • 193 m² • 499 000 €	7857196	Maison	Bousse	499000.0	193.0	7.0	4.0	Oui	Oui	193	1	Non	Non	Non	ND	C
2355	▷ Maison en vente • Lexy • 120 m² • 380 000 €	7857090	Maison	Lexy	0.0	0.0	0.0	0.0	Non	Non	120	0	Non	Non	Non	ND	C
2356	▷ Appartement en vente • Saint-Memmie • 60 m² • 69 000 €	7856842	Appartement	Saint-Memmie	69000.0	60.0	2.0	1.0	Non	Non	60	0	Non	Non	Non	ND	E
2357	▷ Immeuble de rapport en vente • Épinal • 300 m² • 195 000 €	7856833	Immeuble	Épinal	195000.0	300.0	11.0	10.0	Non	Non	300	0	Non	Non	Non	ND	NS
2358	▷ Local commercial en vente • Conflans-en-Jarnisy • 600 m² • 845 000 €	7856830	Local	Conflans-en-Jarnisy	0.0	0.0	0.0	0.0	Non	Non	600	0	Non	Non	Non	ND	NS
2359	▷ Appartement en vente • Le Ban Saint-Martin • 151 m² • 320 000 €	7856825	Appartement	Le Ban Saint-Martin	320000.0	151.0	5.0	4.0	Non	Non	151	0	Non	Non	Non	ND	D
2360	▷ Appartement en vente • Nancy • 78 m² • 200 000 €	7856824	Appartement	Nancy	200000.0	78.0	4.0	3.0	Non	Non	78	0	Non	Non	Non	ND	D
2361	▷ Terrain constructible en vente • Piblange • 0 are • 74 000 €	7856822	Terrain	Piblange	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
2362	▷ Maison en vente • Fameck • 172 m² • 340 000 €	7856821	Maison	Fameck	340000.0	172.0	8.0	5.0	Oui	Oui	172	0	Non	Non	Non	ND	D
2363	▷ Maison en vente • Algrange • 58 m² • 168 000 €	7856820	Maison	Algrange	168000.0	58.0	4.0	3.0	Oui	Oui	58	0	Non	Non	Non	ND	B
2364	▷ Appartement en vente • Thionville • 86 m² • 252 000 €	7856819	Appartement	Thionville	252000.0	86.0	3.0	2.0	Oui	Oui	86	0	Non	Non	Non	ND	E
2365	▷ Appartement en vente • Thionville • 110 m² • 220 000 €	7856818	Appartement	Thionville	220000.0	110.0	5.0	3.0	Oui	Non	110	0	Non	Non	Non	ND	D
2366	▷ Maison en vente • Châtel-Saint-Germain • 95 m² • 316 000 €	7856814	Maison	Châtel-Saint-Germain	316000.0	95.0	5.0	3.0	Oui	Oui	95	0	Non	Non	Non	ND	D
2367	▷ Maison en vente • Moineville • 90 m² • 229 000 €	7856812	Maison	Moineville	229000.0	90.0	5.0	3.0	Oui	Oui	90	0	Non	Non	Non	ND	C
2368	▷ Appartement en vente • Metz • 62 m² • 220 000 €	7856810	Appartement	Metz	220000.0	62.0	3.0	2.0	Oui	Non	62	0	Non	Non	Non	ND	C
2369	▷ Maison en vente • Fleury • 110 m² • 239 000 €	7856808	Maison	Fleury	239000.0	110.0	4.0	3.0	Oui	Oui	110	0	Non	Non	Non	ND	E
2370	▷ Maison en vente • Sivry-sur-Meuse • 188 m² • 110 000 €	7856806	Maison	Sivry-sur-Meuse	110000.0	188.0	5.0	4.0	Oui	Oui	188	0	Non	Non	Non	ND	F
